u,g,r,i,z,u_g,g_r,r_i,i_z,redshift,class
20.16125,18.42691,17.64574,17.28241,17.00029,1.7343399999999995,0.7811699999999995,0.36333000000000126,0.28211999999999904,0.07982406,GALAXY
20.57782,20.82691,20.43866,20.46678,20.64508,-0.24909000000000248,0.38825000000000287,-0.028120000000001255,-0.17830000000000013,1.366247,QSO
20.11749,20.29445,19.84662,19.76174,19.69817,-0.17696000000000112,0.44782999999999973,0.08488000000000184,0.06356999999999857,1.302215,QSO
20.18823,18.76902,18.19923,17.97016,17.85596,1.4192099999999996,0.5697900000000011,0.2290700000000001,0.1142000000000003,-0.0006104313,STAR
25.79148,19.1026,17.49657,16.94337,16.51624,6.688880000000001,1.6060300000000005,0.5531999999999968,0.4271300000000018,0.2607948,GALAXY
26.45336,23.75446,22.51314,20.57835,19.69764,2.6988999999999983,1.2413200000000018,1.9347899999999996,0.8807100000000005,5.834021e-05,STAR
17.50019,16.00552,15.2693,14.88267,14.59356,1.4946699999999993,0.7362200000000012,0.38663000000000025,0.2891099999999991,0.05853299,GALAXY
25.38026,23.68405,21.67931,20.60957,19.69972,1.6962100000000007,2.004739999999998,1.0697399999999995,0.9098500000000023,0.8044181,GALAXY
25.81131,23.95051,22.40997,20.87904,19.95668,1.8607999999999976,1.54054,1.5309300000000015,0.9223600000000012,0.7199675,GALAXY
25.10109,22.19773,20.58473,19.55728,19.0888,2.9033599999999993,1.6129999999999995,1.0274500000000018,0.46847999999999956,0.4844317,GALAXY
22.89627,21.72628,21.42183,20.96653,20.19732,1.169990000000002,0.3044499999999992,0.45530000000000115,0.7692099999999975,0.9538659,GALAXY
25.12351,22.78605,20.69232,19.54409,18.95369,2.33746,2.0937300000000008,1.148229999999998,0.5903999999999989,0.5979787,GALAXY
20.54056,19.36108,18.84117,18.63247,18.5437,1.179479999999998,0.5199099999999994,0.20870000000000033,0.08877000000000024,-0.0003544557,STAR
19.00647,17.21891,16.38492,15.94397,15.59321,1.7875599999999991,0.83399,0.44095000000000084,0.35076000000000107,0.0518445,GALAXY
17.92538,16.54119,15.94737,15.72022,15.6115,1.3841900000000003,0.5938200000000009,0.22714999999999996,0.10871999999999993,-0.0001968217,STAR
21.02908,18.88956,17.60655,17.12192,16.78258,2.139520000000001,1.2830100000000009,0.48462999999999923,0.33934,0.1823367,GALAXY
